Funds,Focus Area,Strategic Outcome,Funding Stream,Agency Andar #,Agency Name,Program Andar #,Program Name,2015-16 Allocation,Grant Start Date,Grant End Date,Short Program Description,Planner,Target Population,Early Childhood,Middle Years,Families,Seniors,Parents/Caregivers,Youth,Immigrants/Refugees,Women,Aboriginal/First Nations,Other,Program Elements,Learning Support ,Science/technology/engineering/math/numeracy ,Language/literacy/reading,"Tutoring, homework clubs",Other,Social and Emotional Health ,Mental wellness,Caregiver/parental support,Self determination/confidence,Pro-social behaviour,Independence,Other,Connections/Healthy Relationships,Intergenerational relationships,Mentoring,Peer relationships,Social connectedness,Interpersonal communication,Parent-child bonding,Cross-cultural relationships,Participation in society,Other,Physical Health and Recreational Activities,Indoor play/activities,Outdoor play/activities,Music,Sports,Dance,Arts and crafts,Theatre,Physical safety/injury prevention,Other,Life Skills,Nutrition and cooking,Growing food,Leadership,Teamwork,Food planning and budgeting,Financial education,Other,System Change,Capacity building,Policy work,Research,Advocacy,Networks/collectives,Other,Address Program Barriers/Access,Child-minding,Transportation,Food provision,Outreach,Other,Food Redistribution,Information and Referral,Geographic Focus Area,First Nation Territories,First Nation Territories,Fraser Valley Regional District,Abbotsford,Chilliwack,Mission,Hope,Kent,Harrison Hot Springs,Boston Bar / North Bend,Dogwood Valley / Emory Creek / Choate / Sunshine Valley / Laidlaw / Spuzzum,Lake Errock / Harrison Mills / Hemlock Valley,Popkum / Bridal Falls,Slesse Park / Baker Trails / Bell Acres,Miracle Valley / Hatzic Prairie,Other,Metro Vancouver Regional District,Anmore,Belcarra,Bowen Island,Burnaby,Coquitlam,Delta,"Langley, City of","Langley, District Municipality",Lions Bay,Maple Ridge,New Westminster,"North Vancouver, City of","North Vancouver, District Municipality",Pitt Meadows,Port Coquitlam,Port Moody,Richmond,Surrey,Tsawwassen First Nation,Vancouver,West Vancouver,White Rock,Barnston Islands / Buntzen Bay / Gambier Island Trust Area / Granite Falls / Strachan Creen / University Endowment Lands (UBC),Squamish-Lillooet Regional District,Lillooet,Squamish,Pemberton,Whistler,Sunshine Coast Regional District,Elphinstone,Gibsons,Halfmoon Bay,Pender Harbour / Egmont / Madeira Park,Roberts Creek,Sechelt District Municipality,Sechelt Indian Government District (Part-Sunshine Coast),"West Howe Sound (Langdale, Port Mellon, Williamson?s Landing, Granthams Landing, Soames, Hopkins Landing, and Gambier and Keats Islands)",Other Areas,Other Areas,Donor Engagement,UW Speaker,Day of Caring,Volunteer Opps,Agency Tour,Agency Fair,Impact Story,Other,Outputs,Total Clients,Early Years (0-6yrs),Middle Years (6-12),Children (0-12yrs),Seniors,Parents/Caregivers,Families,Contacts/Services,Meals/Snacks,Counselling Sessions,Mentors/Tutors,Workshops,Volunteers
UWLM,,,non,2384,maecenas ut massa,7270,amet diam,6494,2016-08-18,2016-10-05,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,Wanda Jacobs,Target Population,0,0,0,1,1,0,0,0,0,0,Program Element,200,1,0,1,1,200,0,0,0,0,1,1,100,1,1,1,0,0,1,0,0,0,100,0,0,1,0,1,0,1,0,0,100,1,1,0,1,0,1,0,300,0,0,1,0,1,1,100,1,1,0,1,0,300,100,Geographic Focus Area,300,39,100,53,76,85,2,8,88,64,,,,82,,100,45,80,36,22,27,63,9,94,100,23,45,73,56,58,3,92,64,9,55,72,97,35,92,81,300,60,80,46,78,200,83,68,79,64,2,9,100,59,300,40,Donor Engagement,0,0,1,1,1,0,0,Outputs,672,73,51,38,87,31,40,6422,266,3656,2056,870,4605
GOV,,,lacus,8030,vestibulum vestibulum ante,7995,volutpat erat,2787,2016-10-24,2016-03-28,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,Katherine Lawson,Target Population,1,0,1,0,0,0,1,1,1,1,Program Element,100,0,0,1,0,100,1,1,1,1,1,0,100,0,1,0,0,0,1,1,0,0,300,0,1,1,0,1,0,0,1,0,100,0,0,0,0,1,0,0,100,0,1,1,1,0,0,100,1,1,0,0,0,100,100,Geographic Focus Area,100,16,100,76,62,51,53,24,29,15,,,,13,,200,59,15,32,88,54,25,36,14,22,72,77,83,32,5,4,60,28,43,24,99,71,67,14,50,100,83,87,11,68,300,65,66,39,94,51,74,55,89,300,70,Donor Engagement,0,1,0,0,0,0,1,Outputs,412,86,92,19,3,59,50,5907,8996,3770,6866,5547,3912
GOV,,,posuere,1947,orci eget orci,4759,pellentesque viverra pede ac,8330,2016-05-08,2016-10-22,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,Joe Elliott,Target Population,1,1,0,1,1,0,1,1,1,0,Program Element,100,1,1,1,0,200,1,1,1,0,1,0,200,1,0,0,0,1,0,0,0,0,300,1,0,1,1,0,1,0,1,1,200,1,1,1,1,0,1,1,100,1,0,0,1,0,1,300,1,0,0,0,1,300,200,Geographic Focus Area,300,2,300,57,25,22,96,79,14,41,,,,79,,300,98,83,9,54,7,46,98,8,70,35,81,21,86,54,40,71,66,90,71,77,54,29,65,35,300,80,40,76,10,100,79,38,12,2,60,43,31,89,100,48,Donor Engagement,1,0,1,1,1,1,0,Outputs,770,52,99,88,41,88,56,6008,1464,4554,3170,5374,3163
UWLM,,,augue,884,purus phasellus,1955,tellus in,7073,2016-07-17,2016-07-19,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,Mary Brown,Target Population,0,1,0,0,1,0,1,1,0,1,Program Element,100,0,1,0,0,200,0,1,1,1,1,1,300,1,0,0,0,0,1,1,1,1,200,0,0,1,1,1,1,1,1,0,300,1,1,0,0,0,0,1,300,1,0,1,0,1,0,100,1,0,1,0,1,300,200,Geographic Focus Area,300,80,200,97,67,6,17,59,20,32,,,,81,,300,73,74,26,51,62,38,11,9,73,55,100,27,49,43,3,59,69,12,38,22,75,14,31,54,200,74,90,41,94,300,11,16,41,79,1,93,86,24,300,96,Donor Engagement,1,1,0,0,1,0,1,Outputs,27,19,35,81,21,58,64,1521,2606,3534,7752,8514,8999
GOV,,,nisl,7756,tortor id nulla,4171,nascetur ridiculus mus,1214,2016-06-22,2016-10-09,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,Lawrence West,Target Population,0,1,1,1,1,0,1,1,1,1,Program Element,100,0,0,1,0,300,0,1,1,0,0,1,100,0,1,0,1,1,0,0,1,0,300,0,1,1,1,0,1,1,0,0,300,1,0,1,1,1,1,1,100,0,1,1,0,1,1,100,1,0,0,1,0,100,100,Geographic Focus Area,100,80,200,44,30,70,2,41,46,86,,,,63,,200,75,8,57,90,38,20,83,75,8,17,93,76,52,2,2,22,56,10,67,9,84,7,27,38,200,96,68,79,83,100,29,7,18,22,77,24,31,5,200,52,Donor Engagement,1,1,0,1,1,0,1,Outputs,90,24,43,11,35,19,22,7819,6168,960,5172,656,3812
UWLM,,,mi,5773,enim,3439,urna ut tellus,1657,2017-02-11,2016-07-24,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,Billy Cox,Target Population,0,1,0,1,1,0,1,1,1,0,Program Element,200,0,0,1,1,300,0,1,1,1,0,0,100,0,1,1,0,1,1,0,0,0,200,0,1,1,0,0,0,0,1,1,100,0,1,0,1,1,0,0,300,0,1,0,1,0,0,200,0,0,1,1,0,300,300,Geographic Focus Area,300,56,200,12,44,19,39,11,88,32,,,,39,,200,78,56,53,57,49,38,89,68,23,82,74,47,48,44,47,46,31,10,69,55,27,33,33,53,100,54,53,95,31,300,52,8,46,75,29,41,3,10,300,49,Donor Engagement,1,1,1,1,0,0,0,Outputs,505,2,82,18,36,14,40,4123,9236,2176,9041,2986,351
GOV,,,pede,658,id luctus nec molestie,4948,nisi eu orci,9075,2016-03-21,2016-10-26,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,Paula Fisher,Target Population,1,1,0,1,1,1,1,1,1,1,Program Element,100,1,0,0,1,300,1,1,1,1,1,1,200,1,0,0,1,1,1,1,0,0,100,0,1,0,0,0,0,1,0,1,300,0,1,1,1,0,0,0,200,1,0,1,1,1,1,100,1,0,0,0,0,300,200,Geographic Focus Area,300,82,300,88,47,22,98,8,92,65,,,,87,,200,67,32,20,86,93,93,31,18,31,89,18,33,67,70,37,53,64,29,43,85,94,54,88,58,200,12,13,3,47,300,5,20,26,24,67,85,33,93,200,39,Donor Engagement,0,1,1,1,0,1,0,Outputs,594,30,46,90,46,40,8,7258,3850,7350,8444,6833,7411
GOV,,,congue,9286,neque sapien placerat,9020,aliquam sit,8188,2016-08-21,2017-02-28,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,Carolyn Rice,Target Population,1,0,1,0,0,1,0,0,0,0,Program Element,300,1,0,0,1,200,0,0,0,1,0,0,300,0,0,0,0,0,1,0,1,0,300,1,1,1,1,1,1,0,0,0,200,1,0,1,0,0,0,0,100,1,0,1,0,0,1,300,1,0,1,1,0,100,100,Geographic Focus Area,300,27,100,34,30,40,52,53,58,60,,,,17,,200,61,32,31,8,35,75,45,67,39,57,70,59,51,31,93,2,74,15,40,17,93,78,21,13,300,70,12,46,90,200,2,46,19,44,54,63,52,17,300,91,Donor Engagement,1,0,0,1,0,1,1,Outputs,247,9,74,88,15,26,55,4806,1101,7333,3152,6216,9071
GOV,,,sem,8991,ut odio cras mi,2660,est lacinia nisi,1579,2017-01-01,2017-02-14,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Phillip Sanchez,Target Population,1,0,0,0,0,1,0,0,1,0,Program Element,100,1,0,1,1,100,0,0,0,1,0,0,100,1,0,0,0,1,1,1,0,0,300,1,0,0,1,1,0,0,1,1,300,0,1,0,1,1,0,1,200,1,1,0,1,1,0,100,1,0,0,1,1,200,100,Geographic Focus Area,200,20,100,94,24,97,69,26,95,91,,,,79,,100,66,99,59,37,26,69,52,74,20,37,74,22,64,96,74,77,15,92,25,50,58,50,22,91,300,71,71,88,10,300,23,53,67,13,23,72,44,59,100,11,Donor Engagement,0,1,1,1,1,1,0,Outputs,484,54,15,28,29,8,54,7452,5918,5933,7951,7298,1313
GOV,,,quisque,3121,dis parturient,9518,dis,839,2016-08-05,2017-01-16,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Shawn Gardner,Target Population,1,0,1,1,1,1,1,1,1,1,Program Element,300,1,1,1,1,200,1,1,1,1,0,1,100,0,0,0,0,1,1,0,0,0,300,0,1,1,0,1,1,1,1,0,300,1,1,1,0,0,1,1,100,0,1,0,1,0,0,300,0,1,1,0,0,200,200,Geographic Focus Area,300,6,300,69,92,25,85,97,80,60,,,,1,,200,44,26,5,21,7,4,39,25,44,97,52,40,87,20,81,51,44,100,95,29,2,94,47,20,200,24,53,13,16,100,55,100,51,90,86,34,44,48,300,64,Donor Engagement,0,0,0,0,0,1,0,Outputs,98,93,64,37,54,46,27,614,5320,1256,5789,1207,3160
UWLM,,,neque,7260,nisi,3814,orci pede venenatis non,9609,2016-08-26,2017-01-29,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,Virginia Gordon,Target Population,1,0,1,1,1,0,0,0,1,1,Program Element,200,1,1,0,1,300,0,0,0,1,1,1,200,0,0,0,1,0,1,1,0,0,200,1,0,0,1,1,1,1,1,0,200,1,1,0,0,1,1,1,200,1,1,1,1,0,0,300,0,0,0,0,0,100,200,Geographic Focus Area,200,44,300,60,34,53,97,77,20,48,,,,75,,200,85,72,79,45,64,84,20,11,17,89,84,94,3,99,67,96,42,84,49,56,76,30,97,20,300,94,11,61,9,300,23,80,73,67,24,78,85,31,100,36,Donor Engagement,1,0,0,1,1,1,0,Outputs,53,66,57,78,38,79,13,5373,9321,9089,6224,5077,3231
GOV,,,quam,8140,ut,2446,nullam molestie,6074,2017-01-24,2016-07-25,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,Jeffrey Mason,Target Population,1,0,0,1,0,0,0,0,0,0,Program Element,300,0,0,1,1,100,1,0,0,1,1,1,100,1,0,1,0,1,0,1,0,0,200,1,1,0,1,0,0,0,1,1,200,1,0,0,1,1,0,0,200,0,1,1,0,1,0,100,1,1,0,1,1,100,300,Geographic Focus Area,300,91,100,3,55,36,72,82,40,90,,,,57,,300,3,94,1,70,74,39,4,33,15,45,86,67,48,83,66,86,46,77,91,37,96,53,23,34,200,29,99,35,32,200,25,48,61,6,2,32,39,24,200,77,Donor Engagement,1,1,1,1,0,0,1,Outputs,448,43,83,66,91,12,14,2572,5557,605,7893,6973,6080
UWLM,,,eu,6979,velit,3902,in consequat ut,5641,2016-05-06,2016-06-22,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,Wayne Little,Target Population,1,0,0,1,0,1,0,0,0,0,Program Element,300,1,0,1,1,300,0,0,0,0,1,0,300,1,1,0,1,1,1,0,0,1,300,1,0,1,0,0,0,1,0,0,100,0,1,0,0,0,1,1,100,1,1,0,0,1,1,200,0,0,0,0,0,300,300,Geographic Focus Area,300,14,200,36,18,13,96,87,49,58,,,,15,,200,64,79,36,21,18,100,73,43,12,16,61,64,3,40,49,70,96,76,45,82,12,86,25,22,300,5,96,99,89,300,83,35,69,96,89,18,89,75,200,11,Donor Engagement,1,1,1,1,0,0,1,Outputs,549,89,34,18,91,71,42,7771,3426,2903,3030,8370,3563
UWLM,,,lobortis,629,sapien,5700,sit,5200,2017-02-22,2016-06-07,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,Eugene Fowler,Target Population,0,0,1,1,1,0,0,0,1,0,Program Element,300,0,0,0,0,300,1,1,1,1,0,0,200,1,1,0,0,0,0,1,0,1,100,1,0,0,1,1,0,0,1,0,200,0,0,0,1,1,0,0,100,0,1,0,0,0,1,100,0,0,1,1,1,100,300,Geographic Focus Area,200,64,300,53,71,61,61,3,26,10,,,,62,,200,32,47,46,5,21,63,6,60,97,10,91,14,10,86,13,6,80,75,90,41,29,16,44,1,200,8,67,71,86,200,29,47,93,29,26,51,46,37,100,42,Donor Engagement,0,0,1,1,0,0,0,Outputs,70,10,29,65,60,41,75,3234,1669,5610,2372,690,8233
GOV,,,turpis,5454,justo in blandit,8784,massa id lobortis convallis,6571,2016-11-04,2017-02-15,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,Sandra Lopez,Target Population,1,1,0,0,1,1,0,0,1,1,Program Element,100,0,0,0,0,200,1,1,1,1,0,0,100,0,0,1,0,1,0,0,0,1,100,1,0,0,0,1,1,1,1,1,300,0,0,1,1,0,1,0,200,0,0,0,1,1,0,100,1,0,0,0,0,300,100,Geographic Focus Area,300,65,100,43,64,58,37,22,99,46,,,,71,,300,75,39,49,16,9,57,43,28,19,24,15,20,82,90,84,28,60,21,77,48,46,36,38,28,300,97,73,12,9,300,86,57,23,49,29,80,71,94,300,5,Donor Engagement,1,0,0,1,0,0,0,Outputs,440,7,56,24,48,83,94,2279,2968,1337,8853,9115,5379
UWLM,,,pretium,6902,tempus sit,5901,diam,5329,2016-04-24,2016-11-23,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,Jesse Campbell,Target Population,1,1,1,1,1,0,0,0,1,0,Program Element,100,0,0,1,0,100,1,0,0,0,0,1,200,1,1,1,0,1,1,1,1,1,200,0,0,0,0,0,1,1,1,0,200,0,1,1,0,1,1,1,100,1,0,1,1,1,1,100,0,1,1,1,1,100,100,Geographic Focus Area,200,52,100,47,26,63,28,24,32,45,,,,14,,100,54,48,52,19,79,54,7,24,15,67,83,44,52,69,69,39,33,84,73,10,9,30,63,92,100,58,91,50,3,100,65,5,52,63,72,26,34,94,200,86,Donor Engagement,1,1,0,1,0,0,1,Outputs,25,64,29,32,40,42,86,6975,7101,5362,4665,4121,4905
UWLM,,,lectus,6092,donec,6015,lorem,4120,2016-05-06,2016-08-05,nonummy integer non velit donec diam neque vestibulum eget vulputate,Laura Myers,Target Population,1,0,1,0,0,1,1,1,1,1,Program Element,300,0,1,0,1,200,0,1,1,1,0,1,100,0,0,0,1,1,0,0,1,1,100,0,0,0,1,0,0,0,1,0,100,1,0,0,1,0,1,0,100,0,1,1,0,0,1,200,0,1,1,0,1,300,100,Geographic Focus Area,100,17,200,95,52,88,15,85,44,1,,,,67,,100,29,79,25,65,98,94,57,86,73,77,71,96,26,72,81,14,61,41,50,19,23,20,82,11,300,96,71,49,55,200,95,18,94,63,29,55,55,59,100,38,Donor Engagement,1,0,1,0,1,0,0,Outputs,350,91,29,95,43,96,24,63,9439,6116,4886,4324,9928
GOV,,,morbi,2574,parturient montes nascetur,4995,metus aenean fermentum,4660,2016-10-04,2016-09-22,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,Phyllis Pierce,Target Population,0,1,0,1,1,1,1,1,0,1,Program Element,100,1,1,1,0,300,0,1,1,0,0,0,100,0,0,1,1,0,1,1,0,0,200,1,0,0,0,0,0,0,0,0,100,0,0,1,0,0,0,1,200,1,0,0,0,0,1,100,1,0,1,1,0,300,100,Geographic Focus Area,300,24,300,77,15,69,25,61,85,9,,,,90,,200,77,44,63,16,70,86,6,21,68,43,74,55,64,85,7,95,10,39,32,7,10,16,72,81,200,16,29,44,22,100,30,46,65,64,91,11,28,67,200,14,Donor Engagement,0,0,0,1,0,0,1,Outputs,26,18,68,61,55,87,47,9476,2453,5105,7131,5855,1502
GOV,,,sit,6416,orci vehicula condimentum curabitur,9388,magna vestibulum,7111,2016-03-25,2016-09-09,mi in porttitor pede justo eu massa donec dapibus duis at velit,Tina Richardson,Target Population,1,1,1,0,0,0,1,1,0,1,Program Element,200,0,0,1,1,200,1,1,1,0,1,1,200,0,1,1,1,1,0,0,1,0,200,1,1,0,0,1,0,1,0,0,300,0,0,1,0,0,1,1,300,0,1,0,1,1,0,200,0,1,1,1,1,200,100,Geographic Focus Area,200,75,300,34,58,17,51,36,26,1,,,,32,,200,52,100,30,37,26,98,62,71,4,61,53,9,4,65,83,6,18,84,43,69,63,23,70,27,200,33,61,77,93,300,60,30,31,65,29,55,45,37,300,23,Donor Engagement,0,1,1,1,0,1,0,Outputs,725,13,57,8,68,36,64,1691,4816,7647,7708,3553,6024
UWLM,,,mauris,2332,sit amet cursus,5036,justo,1263,2016-05-06,2016-08-07,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,Douglas Murphy,Target Population,1,0,0,0,0,0,0,0,1,1,Program Element,300,1,0,1,1,200,1,1,1,0,1,1,100,0,1,0,1,1,0,1,0,1,300,0,0,1,1,0,0,1,0,0,300,1,0,1,0,1,1,1,200,0,0,1,0,0,1,100,1,0,1,0,0,300,200,Geographic Focus Area,200,84,200,66,22,49,21,77,59,64,,,,57,,300,99,15,29,74,44,93,43,25,54,71,49,80,85,3,80,97,32,74,21,5,51,23,94,95,200,33,72,3,47,200,99,34,83,79,45,60,14,34,200,57,Donor Engagement,1,1,0,1,0,0,1,Outputs,970,14,18,38,5,40,28,2363,8103,1922,2886,9294,4536
GOV,,,convallis,6929,in,6140,tempus vel pede,7805,2016-10-31,2016-09-27,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,Dennis Warren,Target Population,1,1,1,1,0,0,1,1,0,1,Program Element,100,0,0,0,1,100,0,1,1,0,0,0,200,1,0,0,0,0,0,1,1,0,200,1,0,0,0,1,1,1,0,1,300,1,1,1,1,1,0,1,300,1,1,1,1,1,1,300,1,1,0,0,1,300,100,Geographic Focus Area,300,80,200,54,95,11,33,70,13,63,,,,15,,300,88,73,43,80,94,62,88,86,100,45,78,2,81,78,52,8,32,78,39,81,69,98,56,54,300,99,90,45,66,300,84,22,83,64,80,76,91,67,200,34,Donor Engagement,1,0,0,1,1,0,0,Outputs,148,56,5,7,87,41,64,9715,7836,3878,707,4514,5214
UWLM,,,posuere,3015,convallis nunc proin,9105,in hac,7134,2017-02-08,2017-01-19,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,Mary Reid,Target Population,1,0,0,0,0,1,1,1,1,0,Program Element,200,0,1,0,1,200,1,0,0,1,1,1,300,1,1,1,0,0,0,1,1,0,100,0,1,0,1,0,1,0,1,0,200,1,1,1,0,1,1,1,300,0,0,1,0,1,0,300,1,0,1,0,0,200,200,Geographic Focus Area,300,43,300,71,3,86,98,52,41,88,,,,44,,100,72,20,95,12,87,66,95,30,84,93,70,79,39,10,66,9,81,27,43,5,1,46,7,48,100,53,67,92,85,100,20,14,54,3,87,31,8,21,100,53,Donor Engagement,0,0,1,1,1,0,0,Outputs,871,94,20,30,45,87,33,6975,5539,221,6202,8664,5679
GOV,,,eleifend,8564,eget nunc,3954,eu massa donec,6382,2016-06-08,2016-11-14,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,Dennis Baker,Target Population,0,1,1,1,1,0,0,0,1,0,Program Element,100,1,1,0,0,300,1,1,1,0,0,0,300,1,1,0,1,1,0,1,1,1,200,1,0,0,1,0,0,1,1,0,300,0,0,0,1,0,0,1,300,1,1,0,1,1,0,100,0,1,1,1,1,200,200,Geographic Focus Area,300,39,100,45,77,53,37,17,67,95,,,,51,,300,53,27,51,76,93,84,57,19,37,9,75,48,49,72,83,91,36,59,84,16,83,15,35,98,100,97,53,14,95,100,15,65,80,43,60,91,45,43,100,63,Donor Engagement,1,0,0,1,0,1,0,Outputs,128,49,88,31,27,88,21,2831,3325,6450,7347,8726,6149
UWLM,,,platea,4017,enim blandit mi,8007,lobortis convallis,5177,2016-09-18,2016-11-07,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,Kelly Howard,Target Population,0,1,0,1,0,1,0,0,1,0,Program Element,200,0,1,0,0,300,0,0,0,1,1,0,300,0,1,0,1,0,1,0,0,1,300,0,1,1,0,1,1,0,0,0,300,1,0,0,1,1,1,1,200,1,0,0,0,0,0,200,0,1,0,1,0,300,100,Geographic Focus Area,300,79,200,100,8,7,80,20,28,60,,,,14,,200,95,34,13,52,15,56,18,87,78,3,7,33,72,78,69,30,95,42,68,95,92,39,88,35,200,17,1,41,100,100,69,93,99,23,62,65,52,30,100,1,Donor Engagement,1,0,1,1,0,0,0,Outputs,163,16,93,55,2,60,20,4229,1218,4084,2880,1260,4349
UWLM,,,pulvinar,1271,et ultrices,1774,nulla ultrices aliquet,4437,2017-02-14,2016-04-26,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,Paula Welch,Target Population,0,1,0,1,1,0,0,0,0,0,Program Element,200,1,1,1,0,200,1,0,0,0,1,1,100,1,1,1,0,1,1,0,1,1,100,1,1,1,0,0,0,0,1,1,100,0,1,0,0,1,1,0,300,0,1,0,0,0,0,300,1,0,1,1,1,200,100,Geographic Focus Area,100,81,300,18,94,38,22,100,56,9,,,,87,,100,85,74,65,8,5,64,73,96,45,92,60,71,74,61,100,67,3,87,96,26,48,19,35,81,300,35,15,6,70,200,80,36,52,3,85,68,19,63,100,38,Donor Engagement,1,1,1,0,0,0,0,Outputs,582,13,59,70,54,42,75,7760,32,6015,687,8718,2254
UWLM,,,lorem,9293,sapien non,6397,venenatis lacinia aenean,1829,2017-02-25,2016-04-06,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,Bobby Hanson,Target Population,1,0,0,1,0,0,0,0,0,0,Program Element,100,1,1,1,1,100,0,0,0,1,0,0,200,1,1,0,1,0,1,0,0,1,300,1,0,0,0,0,1,0,1,1,100,0,1,0,1,1,0,0,100,0,0,1,0,1,0,200,1,1,0,0,0,200,300,Geographic Focus Area,100,52,200,72,60,75,100,74,96,45,,,,61,,200,89,60,80,31,51,21,90,65,7,20,78,4,79,59,28,66,51,18,84,60,66,2,84,54,200,77,35,30,44,200,82,61,77,60,17,21,85,2,100,60,Donor Engagement,1,0,1,1,0,1,1,Outputs,875,20,41,80,87,7,15,4944,7104,7923,9410,7729,5095
GOV,,,integer,5341,vel sem,9228,augue a,7059,2017-01-03,2016-11-19,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,Janice Gray,Target Population,1,1,0,1,0,0,0,0,0,0,Program Element,100,0,1,1,0,100,0,1,1,1,1,1,300,0,1,1,0,1,1,1,0,1,300,0,0,0,1,1,1,1,1,0,200,0,1,1,1,0,1,1,300,0,0,0,1,1,0,200,0,0,1,0,1,200,100,Geographic Focus Area,200,49,200,62,54,74,31,45,27,99,,,,20,,200,85,96,67,90,57,45,89,24,86,7,37,31,74,36,9,2,1,35,35,34,15,98,66,58,100,97,3,79,48,100,62,71,6,86,64,57,58,72,100,90,Donor Engagement,0,0,0,0,1,0,0,Outputs,348,12,94,16,11,92,46,6369,8703,9292,9713,6675,9480
UWLM,,,gravida,3699,orci,8682,dis parturient montes nascetur,5814,2016-10-06,2016-04-01,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,Ryan Price,Target Population,1,1,1,0,0,1,1,1,1,0,Program Element,300,0,1,1,0,300,1,1,1,0,1,1,300,1,0,0,1,1,1,0,0,1,100,0,1,0,1,0,0,1,1,1,100,0,0,0,0,0,1,1,200,1,1,1,0,0,0,200,0,0,0,1,0,200,100,Geographic Focus Area,100,71,300,13,79,69,24,34,71,90,,,,96,,300,12,52,8,43,46,62,88,81,80,65,68,65,31,45,70,51,48,42,42,91,88,50,37,30,100,94,100,63,45,300,25,89,2,51,25,75,93,52,300,73,Donor Engagement,0,0,1,1,1,1,1,Outputs,747,60,22,41,16,96,46,6330,517,9000,8125,7110,2439
UWLM,,,dolor,2095,amet justo morbi ut,2142,elit,4148,2017-02-15,2017-02-26,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Douglas Bell,Target Population,1,1,0,0,1,0,1,1,0,0,Program Element,100,0,1,1,0,300,1,0,0,0,0,0,300,0,0,1,1,0,0,1,1,1,100,0,0,0,1,0,1,0,1,1,100,0,0,1,1,0,1,0,300,1,1,0,1,1,0,200,0,1,0,1,1,200,100,Geographic Focus Area,100,88,100,81,24,86,42,54,21,86,,,,3,,200,35,6,10,82,16,87,79,4,1,83,99,15,47,86,24,30,70,20,55,48,90,29,59,52,300,23,20,91,12,100,19,9,72,87,8,21,1,81,200,95,Donor Engagement,1,1,0,0,0,0,1,Outputs,544,58,9,96,96,84,32,4042,5206,8580,8059,7435,7973
GOV,,,risus,6906,ut suscipit a,1308,mattis pulvinar nulla,1964,2016-06-12,2016-06-07,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,Maria Warren,Target Population,0,0,0,1,0,1,0,0,0,0,Program Element,300,0,0,1,1,200,1,1,1,1,0,0,100,1,0,0,1,1,1,0,1,0,200,0,0,1,0,1,0,1,0,1,100,0,0,1,0,1,1,0,200,0,1,0,0,1,1,300,0,1,0,1,1,200,300,Geographic Focus Area,100,61,100,96,13,28,40,66,37,93,,,,23,,200,37,3,98,87,64,65,96,24,94,42,1,11,94,66,11,97,11,63,88,22,27,62,68,7,200,28,2,41,51,100,50,72,17,76,33,81,35,52,300,34,Donor Engagement,0,1,1,1,0,0,0,Outputs,88,92,85,77,56,63,37,9933,3001,4492,6477,6145,1386
